,question
868,比如我在长沙租的电瓶然后存进去到了武汉取电瓶可以用吗
869,然后我到下个月初去武汉能不能取电池用
870,我在南京买的换电套餐我去武汉的话可以接着使用吗
871,武汉的能不能在青岛用
872,您好我在浙江注册的换电我回湖北老家武汉了能用吗
873,可以帮我把武汉的套餐转到成都来吗我刚买的一个月的套餐我之前就在成都使用后来回武汉了也是让你们帮忙给我转到武汉的我现在又回来成都了老用户了
874,之前在武汉使用现在生活在南京还可以使用么
875,在苏州南京可以用吗
876,南京的电池在无锡可以使用换电嘛
877,南京市外可以用吗
878,我问下换电是只可以在南京范围内用
879,我在蚌埠寄存电瓶了现在在南京能不能取出来用
880,合肥购买南京用不了吗
881,我在蚌埠寄存的电瓶现在在南京能不能取出来用
882,我现在是在南京用的我要去外地还能用吗
883,南京租电只能南京用是吗
884,请问南京用户要是骑车路过马鞍山可以在马鞍山换下电嘛
885,在苏州暂停的到南京可以使用不
886,我在南京租的电池回滁州全椒能用吗
887,南京租的电全椒能用吗
888,出南京还能用吗
889,请问我在浙江买的套餐可以在南京使用吗
890,我在南京租的电池去苏州能直接用吗
891,在南京用的这锂换电为什么在泰州用不了
892,苏州无锡通用吗
893,我在无锡买的换电套餐去苏州可以用吗
894,苏州无锡通用不
895,你好请问苏州无锡可以通用的嘛
896,瞎扯为什么苏州的能在无锡用
897,无锡常州通用吗
898,无锡常州跨市通用吗
899,苏州的去无锡用
900,我这换电是无锡市的我现在来滁州市了怎么不能用
901,我在苏州开的套餐无锡也能用
902,我想问一下苏州嘉兴那边我现在的电池是无锡的能用那边的电池吗
903,浙江苏州那边的电池无锡这边能用吗
904,之前在无锡用的现在可以在杭州用吗
905,无锡套餐结束了没有押金的是不是在杭州买新的套餐就可以用了
906,苏州买的套餐无锡可以用吗
907,我现在买套餐在无锡可以用吗
908,这个在无锡这边租了以后再其他城市可以用吗
909,我的意思这个套餐没有地域限制吧我在江苏苏州开的套餐我在江苏无锡可以用吗
910,我在无锡去了苏州能用吗
911,我在无锡去苏州能用吗
912,无锡套餐苏州能用吗或者跨市可以换电几次
913,好的我这边无锡距离苏州常熟比较近能用就行
914,无锡苏州可以通用嘛
915,江苏无锡到杭州可以用吗
916,我在苏州也有这锂换电柜子或者你们能作一下让我也能在苏州用吗
917,帮我查查我附近哪能充电我在杭州用的是苏州套餐
918,请问我在宁波开通的在苏州可以用么
919,常驻苏州换电池然后去别的城市还可以用吗
920,我在杭州的电池可以骑到苏州用嘛
921,苏州的这里换电可以在昆明使用吗
922,昆山的套餐能在苏州用吗
923,苏州买的套餐可以跨地级市使用吗
924,那昆山和苏州呢可以通用不
925,苏州买了套餐在杭州可以用么
926,是必须在苏州区域内用对吧
927,我现在不在苏州工作了现在工作的地方用不了这个套餐
928,苏州租得套餐只能再苏州地区使用是吗
929,我电池在苏州租的只能在苏州使用吗
930,准备骑到苏州一路上都可以使用吗
931,在苏州租的电池怎样才能在杭州用
932,安义和南昌的换电通用吗
933,我过段时间回长沙了在那边也能用吧
934,我想去长沙就必须这里用完才能去吗
935,湖南长沙可以用吗
936,我这个套餐湖南长沙可以用吗
937,比如我现在在福州长乐区我去鼓楼区可以用吗
938,对给的福州的但是一直都是在泉州用啊
939,你好电池我在成都寄存的我现在在福州可以激活电池使用嘛
940,厦门市的套餐泉州市的可以用吗
941,泉州的电池可以去莆田用吗
942,意思是不能跨区吗我泉州购买的不能在厦门用吗
943,就是我在厦门这里续费了这里换电我能去泉州取电池用嘛
944,我在泉州买的套餐为什么在厦门用不了
945,那我这个套餐没到期想去宁波怎么用怎么办
946,慈溪和宁波有没有通用的
947,宁波的能在湖州用吗
948,我的意思说如果你在宁波换一个电池嘛然后跑到杭州去了可不可以跑到那边去用就把这个电池如果充饱了可不可以在那边用
949,现在在浙江宁波明天去温州电池还可以用吗
950,我在宁波如何买到杭州使用电瓶
951,我的定位在宁波换电杭州能用吗
952,慈溪和宁波通用吗
953,宁波和杭州能用吗
954,我在宁波市鄞州区可以用慈溪余姚的电池吗
955,我在宁波租的到绍兴是通用的吗
956,我问一下我在三亚那边买的套餐在宁波可以用吗
957,我之前打电话问过客服来宁波可以用吗他说可以
958,余姚慈溪宁波的电池通用吗
959,车辆被交警扣押帮我把套餐暂停服务
960,我知道那这个电池找不到能帮我暂停套餐吗
961,可以帮我暂停套餐吗就直接给电池锁定了我这几天没时间用
962,麻烦帮我暂停一下套餐
963,电池不用能暂停套餐
964,能帮我暂停月套餐吗
965,你好套餐帮我暂停一下
966,你这边能帮我暂停使用吗
967,可以暂停套餐么
968,如果电池丢失了
969,可以暂停电池不
970,如何暂停套餐
971,电池丢失怎么处理
972,套餐可以暂停吗
973,我现在是在暂停套餐吗
974,电池可以暂停使用吗
975,可以暂停套餐吗
976,暂停套餐吗
977,暂停电池使用
978,能不能现在帮我暂停
979,会暂停套餐吗
980,如果暂停套餐可以一直暂停吗
981,怎么暂停使用正在用的电池
982,不可以暂停套餐吗
983,现在没有暂停套餐了吗
984,不能暂停套餐了吗
985,我暂停套餐
986,就是套餐暂停
987,如果丢失电池的话会怎么样
988,怎样暂停套餐
989,我的电池不是丢失了
990,也可以去暂停他这个套餐是吧
991,怎么暂停套餐
992,短时间不用电池可以暂停套餐吗
993,能不能先暂停套餐
994,那我要暂停套餐先
995,现在电池用不到可以暂停吗
996,咱们的电池尺寸多少
997,我们这个电池尺寸多少的
998,电池的尺寸
999,2电池尺寸
1000,1电池尺寸
1001,电池尺寸多少的
1002,电池尺寸有吗
1003,我们的电池尺寸有多大
1004,电池尺寸是多大
1005,电池的尺寸是多大的
1006,电池具体什么尺寸
1007,电池有多大什么尺寸
1008,电池尺寸多少
1009,这个电池尺寸是多少呢
1010,你们的电池的是尺寸是多少
1011,3电池尺寸
1012,电池尺寸是多少
1013,咱们电池尺寸是多少啊
1014,电池的尺寸多少
1015,这个电池的尺寸是多大的
1016,电池尺寸是多大的
1017,请问一下你们这个电池的尺寸
1018,48电池尺寸
1019,你好咱们得电池的尺寸是多少
1020,问一下这个电池的尺寸
1021,电池尺寸多大的
1022,电池是多少多少尺寸多大
1023,电池尺寸大小
1024,电池60的多大尺寸
1025,电池尺寸多大
1026,电池尺寸多大啊
1027,60电池尺寸是多大呢
1028,60电池尺寸
1029,60的电池尺寸多少
1030,你们的电池尺寸多大
1031,电池的尺寸给我说下
1032,电池的尺寸信息
1033,你好电池的尺寸多少
1034,理电池尺寸有多大
1035,电池尺寸大小是多少
1036,电池大小尺寸
1037,电池多大尺寸
1038,48的电池尺寸
1039,请问下电池尺寸
1040,换电电池尺寸是什么
1041,请问电池的尺寸是多少
1042,这个电池尺寸多大的
1043,你们60电池尺寸
1044,48电池尺寸多少
1045,电池大小尺寸多少
1046,你好电池尺寸多少
1047,咱60电池尺寸多少
1048,最小的电池尺寸
1049,6030的电池尺寸
1050,你好电池尺寸是大多的
1051,你们电池是多少伏的什么尺寸
1052,电池尺寸多大呢
1053,电池尺寸多大的呢
1054,能给我介绍一下你们电池的尺寸吗
1055,这电池是多少的
1056,24小时随时换吗
1057,24小时都可以换电池吗
1058,二十四小时都能换电吗
1059,24小时换电
1060,没电随时可以去换是吧
1061,24小时可换嘛
1062,离线了还能换电吗
1063,离线的能换电不
1064,离线换不了电
1065,换电柜离线了
1066,换电柜离线
1067,段电的离线的能换电不
1068,为什么电池离线换不了电啊
1069,柜子离线了还能换电吗
1070,换电柜离线可以换电吗
1071,新电池未弹出箱门
1072,电池被吞新电池未弹出
1073,我不是换电失败是机器把我的电池吞了
1074,刚才换电电池被吞了
1075,换电失败需要上一个电池
1076,我的电池换电失败
1077,电池换电失败
1078,新电池未弹出
1079,换电失败电池取不出来了
1080,我电池换电失败怎么弄
1081,显示换电失败是什么情况
1082,换电失败箱门未开
1083,换电他不弹新电池
1084,新电池不出来
1085,新的电池没出来
1086,新电池拿不出来怎么办
1087,还了电池进去没有新电池出来
1088,新的电池拿不出来
1089,没有新电池出来
1090,电池进去了新的没出来
1091,电池被吞了
1092,电池进去了没出来新的
1093,刚才换电电池没拿出来
1094,电池被吞了怎么办
1095,电池给我吞了
1096,换电电池没有出来
1097,我电池被吞了
1098,换电失败了
1099,换电失败怎么办
1100,但是没有新电池出来
1101,电池吞了没有出来
1102,现在就是老的电池进去新的电池没出来
1103,我电池被吞了没出来了
1104,被电池被吞了
1105,一直换电失败
1106,又把我电池吞了
1107,这个电池被吞了
1108,怎么换电失败
1109,这边电池被吞了
1110,为什么换电失败
1111,它吧我电池吞了
1112,不给我电池是什么情况
1113,换电没出来电池
1114,新电池没出来啊
1115,不给新电池
1116,新电池没出来
1117,现在没有新的电池出来
1118,电池被吞了他的
1119,电池被你们吞了
1120,把我电池吞了
1121,我的电池被吞了
1122,电池无法换电
1123,好电池被吞
1124,我电池给吞了
1125,就是我那个电池被吞了
1126,电池让吞了
1127,他这个把我的电池吞了
1128,我这个电池不能换电
1129,刚把我电池吞了
1130,电池给吞了
1131,换电池失败
1132,怎么换电池失败
1133,不能换电池了啥情况
1134,为什么换电池失败
1135,能不能优惠点
1136,怎么又贵了没有好的优惠了吗
1137,现在电池有优惠吗
1138,这个电池没有优惠吗
1139,不给点优惠福利我换别的电池使用了
1140,老顾客能给点优惠么
1141,你们这个电池怎么一个月比一个月贵
1142,续租能不能给我优惠点
1143,你们怎么套餐可以优惠点不
1144,你看下能不能再优惠10元
1145,为什么电池越来越贵
1146,你好这个为期续费能不能优惠点这边的话电池明天还
1147,太贵了你给个优惠点吗的券
1148,给点80的优惠劵
1149,能不能再优惠了
1150,线材插不上
1151,为什么这个线材插不紧
1152,刚买的线材怎么插不紧
1153,刚买的线材怎么就是插不紧
1154,线材损坏如何更换
1155,刚买的线材怎么就是插不紧老是会掉出来
